exchange_flow_name,exchange_flow_id,exchange_unit,exchange_type,exchange_category,exchange_description,text
Crude oil,0ed0590b-2e71-385e-86bb-3d2ea0505734,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/water/subterranean,Proxy for 'lubricant' nomenclature of original elementary flow: 'lubricant' is not an elementary flow so converted to technosphere flow in USLCI Database - USLCI Data Curator 2020_Q4; higher heating value of 45.44 MJ/kg crude oil applied to original flow weight factor of 0.056875 kg,"Crude oil.Elementary flows/Resource/water/subterranean.Proxy for 'lubricant' nomenclature of original elementary flow: 'lubricant' is not an elementary flow so converted to technosphere flow in USLCI Database - USLCI Data Curator 2020_Q4; higher heating value of 45.44 MJ/kg crude oil applied to original flow weight factor of 0.056875 kg.
"
Thorium-228,888246f3-e23e-3514-9b1d-7189fe7ef911,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Thorium-228.Elementary flows/emission/water/subterranean..
"
Land use,bfb7ef20-031c-33bb-ba49-f4583175b44d,m2*a,ELEMENTARY_FLOW,Elementary flows/Resource/water,,"Land use.Elementary flows/Resource/water..
"
Zinc(II),3308807a-b709-33c9-93b1-23ebecfcdd81,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Zinc(II).Elementary flows/emission/water/subterranean..
"
Tritium,3eaedc6b-b016-30dc-83ed-6dbcdd67fcb1,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Tritium.Elementary flows/emission/air/troposphere/rural..
"
Cadmium(II),02e907be-62ba-33b1-8552-a6cdd525a9e2,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/lake,,"Cadmium(II).Elementary flows/emission/water/fresh water body/lake..
"
Lead-210,3ec2e4c2-e0cc-34c3-a5a9-8f8c1aef3dcc,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Lead-210.Elementary flows/emission/water/subterranean..
"
Rubidium,442df537-26cb-3935-901f-d3f56a92f0d8,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Rubidium.Elementary flows/emission/water/subterranean..
"
Carbon dioxide,58b5cd90-8ba4-32ea-b4aa-3a3438ba8419,kg,ELEMENTARY_FLOW,Elementary flows/Resource/air,44/12 is conversion factor for CO2 to C. Adjusted for 50% moisture,"Carbon dioxide.Elementary flows/Resource/air.44/12 is conversion factor for CO2 to C. Adjusted for 50% moisture.
"
Zinc(II),46173a49-3677-3508-83c9-8a43bb47c4f2,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/lake,,"Zinc(II).Elementary flows/emission/water/fresh water body/lake..
"
Potassium(I),6b2e7976-975a-3ad3-82f5-af0eb49fbb60,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Potassium(I).Elementary flows/emission/water/subterranean..
"
Chromium,545c402f-2afd-3d47-9f6b-891113eaacf6,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Chromium.Elementary flows/emission/air/stratosphere..
"
"Paraffin, C7",bb507e83-fc92-36b4-998b-617306b45b33,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban/low,,"Paraffin, C7.Elementary flows/emission/air/troposphere/urban/low..
"
Nickel(II),fef76fd6-a63f-36b1-a6db-5c72cc65e7c1,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/lake,,"Nickel(II).Elementary flows/emission/water/fresh water body/lake..
"
Benzene,a44d8707-9d5e-34ff-a341-e10a4a86cd91,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Benzene.Elementary flows/emission/air/stratosphere..
"
Nickel(II),e5277c84-8db3-3ab5-b081-3138f330a6ef,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Nickel(II).Elementary flows/emission/water/fresh water body/river..
"
Nitrous oxide,9ac081ca-5449-3ffa-9bc8-2af8b115f263,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Nitrous oxide.Elementary flows/emission/air/stratosphere..
"
Iron(II),8fdfe007-b212-34a7-870d-1ee2cb0d53e2,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Iron(II).Elementary flows/emission/water/fresh water body/river..
"
Sulfur dioxide,151f9a2a-5b3a-386f-8a65-3fd71e51b736,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Sulfur dioxide.Elementary flows/emission/air/stratosphere..
"
"Oils, biogenic",b9c964d0-25aa-3679-a481-371ee38f8b3d,kg,ELEMENTARY_FLOW,Elementary flows/emission/non-FEDEFL/ground/human-dominated/agricultural,,"Oils, biogenic.Elementary flows/emission/non-FEDEFL/ground/human-dominated/agricultural..
"
Water,5130c067-ff3f-3a64-b85c-577707274633,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Water.Elementary flows/emission/air/stratosphere..
"
"1,2-Dichloroethane",01449f04-5638-3bfa-adbf-4391bb7da810,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"1,2-Dichloroethane.Elementary flows/emission/air/stratosphere..
"
"Energy, heat",c7f08a9a-bb9f-3ac5-8577-111e196c508f,MJ,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Energy, heat.Elementary flows/emission/air/troposphere/rural..
"
Iron(II),7e600c15-9a77-30e9-b1e1-3efabd927cee,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Iron(II).Elementary flows/emission/water/subterranean..
"
Calcium(II),ee3ee3df-41d5-34f6-b3de-c2f17fd02f50,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Calcium(II).Elementary flows/emission/water/fresh water body/river..
"
Thorium-232,01d7a68d-4407-3ed6-b571-871265d001fe,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Thorium-232.Elementary flows/emission/water/subterranean..
"
Zinc(II),17a422a9-785d-3e0f-aa17-0c791546fb6e,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Zinc(II).Elementary flows/emission/water/fresh water body/river..
"
Polonium-210,e2335993-8b8a-326a-b7fe-4b440c1dfa7a,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Polonium-210.Elementary flows/emission/water/subterranean..
"
"Particulate matter, ≤ 2.5μm",e1c1391b-82c9-30b2-9465-eaba58441ad3,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Particulate matter, ≤ 2.5μm.Elementary flows/emission/air/stratosphere..
"
Cadmium(II),630916b3-a6d6-3e28-af41-729fd6660a86,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Cadmium(II).Elementary flows/emission/water/subterranean..
"
Arsenic(V),e07ab66b-36e9-351c-a10f-f04e849814fc,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/lake,,"Arsenic(V).Elementary flows/emission/water/fresh water body/lake..
"
Radionuclides,56fb0ba5-83de-3789-a8d0-5104408c2399,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Radionuclides.Elementary flows/emission/water/saline water body/ocean..
"
Radionuclides,bd9eb873-4aa8-3f68-9fc2-c2916a5e5893,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Radionuclides.Elementary flows/emission/air/troposphere/urban..
"
Paraffins,6071a457-00a0-3579-ba90-f2fffe497f8b,kg,ELEMENTARY_FLOW,Elementary flows/emission/non-FEDEFL/water/fresh water body/river,,"Paraffins.Elementary flows/emission/non-FEDEFL/water/fresh water body/river..
"
Nitrogen oxides,34d7f066-c723-3623-a11b-e9b6d4cd5b75,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Nitrogen oxides.Elementary flows/emission/air/stratosphere..
"
Calcium(II),fe92ae46-75fd-3fd4-9b7d-994ba86f29ca,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/lake,,"Calcium(II).Elementary flows/emission/water/fresh water body/lake..
"
Total dissolved solids,96bb139f-09ed-30d0-9c02-5c86716d783d,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body,freshwater/river,"Total dissolved solids.Elementary flows/emission/water/fresh water body.freshwater/river.
"
"Energy, heat",2f07aa48-036a-3b4c-9449-83c03d200a2e,MJ,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Energy, heat.Elementary flows/emission/air/troposphere/urban..
"
Copper(I),dd1df36d-18bf-3d4b-8765-e0f0b713853d,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/lake,,"Copper(I).Elementary flows/emission/water/fresh water body/lake..
"
Tritium,23c6be5a-ea98-31f4-990b-da9bb479c299,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Tritium.Elementary flows/emission/water/fresh water body/river..
"
Water,e2eb491c-78ff-3123-9e42-494c7d199b44,m3,ELEMENTARY_FLOW,Elementary flows/Resource/water,Calculated as total intake - cooling. Energy for treating water is included in the unit process.,"Water.Elementary flows/Resource/water.Calculated as total intake - cooling. Energy for treating water is included in the unit process..
"
Water,e2eb491c-78ff-3123-9e42-494c7d199b44,kg,ELEMENTARY_FLOW,Elementary flows/Resource/water,Equal to output of cooling water. Energy for treating water is included in the unit process.,"Water.Elementary flows/Resource/water.Equal to output of cooling water. Energy for treating water is included in the unit process..
"
Benzyl chloride,f0616d3c-8ad2-364a-aaae-42f0651f32e8,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,"The chloromethylbenzene (a.k.a., chlorotoluene) isomer (o-, m-, and p-) mix has toxicity factors that are potentially relevant but not yet available in existing methods.","Benzyl chloride.Elementary flows/emission/air.The chloromethylbenzene (a.k.a., chlorotoluene) isomer (o-, m-, and p-) mix has toxicity factors that are potentially relevant but not yet available in existing methods..
"
Fluoride,e8a4d121-c284-3073-ba8f-37f9253ff20a,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,0,"Fluoride.Elementary flows/emission/water.0.
"
2-Methylbutane,92c83b8e-2ed2-31af-a119-b29023aa3798,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,
Naphthalene,ebf3aeb4-7a46-3029-a8f8-83d68f4d4ce5,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,
Hydrogen,1aaa4326-5c2e-31c5-be81-f856b4e424b1,MJ,ELEMENTARY_FLOW,Elementary flows/emission/air,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Hydrogen.Elementary flows/emission/air.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Isopropanol,222a86c7-0134-3761-8eeb-a5c8a2947ca6,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,
Isobutene,feb8a91d-fa3f-3660-bfc2-75471003288d,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban/low,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Isobutene.Elementary flows/emission/air/troposphere/urban/low.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Manganese-54,0c146e67-2bc8-33b1-b8ad-a1ed2aab88e4,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Manganese-54.Elementary flows/emission/air..
"
Water,5d0d9a58-22de-3582-a07a-b4c3748f9472,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,water dried per ton of final moisture corn stover. drying from 34% moisture to 12% moisture.,"Water.Elementary flows/emission/air/troposphere/rural.water dried per ton of final moisture corn stover. drying from 34% moisture to 12% moisture..
"
Water,5d0d9a58-22de-3582-a07a-b4c3748f9472,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,"water dried per ton of final moisture corn stover.
","Water.Elementary flows/emission/air/troposphere/rural.water dried per ton of final moisture corn stover.
.
"
Wood,b89103a6-91b2-3701-b3ea-af50f7ad0547,kg,ELEMENTARY_FLOW,Elementary flows/Resource/biotic,Weight reported on an ovendry basis. Assumes the actual moisture content is 100% ovendry basis.  This assumption is very uncertain.,"Wood.Elementary flows/Resource/biotic.Weight reported on an ovendry basis. Assumes the actual moisture content is 100% ovendry basis.  This assumption is very uncertain..
"
Carbon dioxide,58b5cd90-8ba4-32ea-b4aa-3a3438ba8419,kg,ELEMENTARY_FLOW,Elementary flows/Resource/air,"Carbon balance, based on dry corn being 44.6% C. Phyllis Database: http://www.ecn.nl/phyllis/dataTable.asp 
Verified 10/14/08. This value is adjusted for 15.5% moisture in the grain at harvest.","Carbon dioxide.Elementary flows/Resource/air.Carbon balance, based on dry corn being 44.6% C. Phyllis Database: http://www.ecn.nl/phyllis/dataTable.asp 
Verified 10/14/08. This value is adjusted for 15.5% moisture in the grain at harvest..
"
Land use,46b31bbe-1c77-3a50-a31d-5378c1e47dd6,m2*a,ELEMENTARY_FLOW,Elementary flows/Resource/ground/human-dominated/agricultural,"Area based on 2022 adjusted yield. Occupation is amortized for the duration of growing the crop, 7 months (0.58 yr) was used. Yield data are extrapolated from: USDA NASS corn data 1964 - 2007. Available online: http://www.nass.usda.gov/QuickStats 
Verified 10/14/08","Land use.Elementary flows/Resource/ground/human-dominated/agricultural.Area based on 2022 adjusted yield. Occupation is amortized for the duration of growing the crop, 7 months (0.58 yr) was used. Yield data are extrapolated from: USDA NASS corn data 1964 - 2007. Available online: http://www.nass.usda.gov/QuickStats 
Verified 10/14/08.
"
Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,carbon dioxide based on carbon content of corn stover on a 15.5% basis.,"Carbon dioxide.Elementary flows/emission/air.carbon dioxide based on carbon content of corn stover on a 15.5% basis..
"
"Coal, lignite",de2f54e4-dbbe-3850-a341-c6d921dbfdec,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/ground,This input of coal from nature in MJ represents the higher heating value (HHV) of 1 kg of output coal.,"Coal, lignite.Elementary flows/Resource/ground.This input of coal from nature in MJ represents the higher heating value (HHV) of 1 kg of output coal..
"
Methane,aab83476-ec6c-3742-af85-15d320b7ce80,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,A portion from mining and processing; some released prior to combustion,"Methane.Elementary flows/emission/air.A portion from mining and processing; some released prior to combustion.
"
Iron,2b61d376-c8c2-31ae-9c19-9b8b958c74dd,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,Acid mine drainage,"Iron.Elementary flows/emission/water.Acid mine drainage.
"
Manganese,8f023abc-b8fc-3ef7-9571-f4cf6c2b6820,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,Acid mine drainage,"Manganese.Elementary flows/emission/water.Acid mine drainage.
"
Particulate matter,0418b561-ecf8-33c8-9c81-225789f15bd3,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,From mining and processing,"Particulate matter.Elementary flows/emission/air.From mining and processing.
"
"Suspended solids, inorganic",f0c2682e-2a68-33f1-80bb-005ee7844eb0,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,Acid mine drainage,"Suspended solids, inorganic.Elementary flows/emission/water.Acid mine drainage.
"
Tribenuron-methyl,9bc1667d-71a0-3be5-97fa-48ef797bfdbc,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,DELETE LINE ITEM - NO USE RECORDED,"Tribenuron-methyl.Elementary flows/emission/water.DELETE LINE ITEM - NO USE RECORDED.
"
Methyl parathion,1e0a9f92-c0f8-3bf4-82b8-c9b9f8467754,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,See pesticide use summary sheet,"Methyl parathion.Elementary flows/emission/air/troposphere/rural.See pesticide use summary sheet.
"
Trifluralin,a657175f-4b1d-38ce-9106-8510b3a0fc38,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,See pesticide use summary sheet,"Trifluralin.Elementary flows/emission/air/troposphere/rural.See pesticide use summary sheet.
"
Carfentrazone-ethyl,ebda67ae-5107-3797-9d89-b612795b325c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,See pesticide use summary sheet,"Carfentrazone-ethyl.Elementary flows/emission/water.See pesticide use summary sheet.
"
