exchange_flow_name,exchange_flow_id,exchange_unit,exchange_type,exchange_category,exchange_description,text
Polycyclic aromatic hydrocarbons,3bf6bb55-a2d2-36a1-988c-3caf0d73baf9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Polycyclic aromatic hydrocarbons.Elementary flows/emission/air..
"
Fomesafen,48658981-64e7-39cc-b8d4-ba067b74d20d,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Fomesafen.Elementary flows/emission/air..
"
Diphenylamine,f617d813-4481-319a-8b32-79a604d47cc1,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Diphenylamine.Elementary flows/emission/water..
"
Triflumizole,2f9d39a5-af47-3d92-ba09-4f6e8e04dd36,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Triflumizole.Elementary flows/emission/water..
"
Iron ore,6fca43a7-13fb-315d-a184-8af7d40ff1d3,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Iron ore.Elementary flows/Resource/ground..
"
Glyphosate,b3447c56-0205-34f1-8b36-f7a8214c8bfb,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Glyphosate.Elementary flows/emission/water..
"
Maneb,5d68875b-8bc5-392a-bd70-1c161e484c23,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Maneb.Elementary flows/emission/air..
"
Beryllium compounds,ff2db099-eda7-3d5c-904f-397643bb2fc9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Beryllium compounds.Elementary flows/emission/air..
"
Chromium ore,49e6583a-376c-32f0-a451-dec18100586e,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Chromium ore.Elementary flows/Resource/ground..
"
Cyflufenamid,7eaf53d6-e427-37ea-91ec-fc0e3f002df5,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Cyflufenamid.Elementary flows/emission/air..
"
Phenanthrene,12ae4a71-1402-36e9-ada8-fe6cb98c56ee,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Phenanthrene.Elementary flows/emission/air..
"
Slate,87ec5bd0-9a73-3041-a9eb-3837b3974084,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Slate.Elementary flows/Resource/ground..
"
Silicon,97b782fe-3069-3b68-af8e-fcd559e47d11,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Silicon.Elementary flows/emission/water..
"
"3,3'-Dichlorobenzidine dihydrochloride",7b378640-37d6-3366-96f6-25261a87a854,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"3,3'-Dichlorobenzidine dihydrochloride.Elementary flows/emission/air..
"
Chloramben,fe2689f2-5251-3a42-8ae4-82a9a07db350,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Chloramben.Elementary flows/emission/air..
"
Nitrogen oxides,50bd74d8-c752-3820-a84a-a8c01a5ce1d2,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Nitrogen oxides.Elementary flows/emission/water..
"
"2,3-Dichloropropene",f66c6a4d-26e1-3d1c-b307-8ad76f7a7a37,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2,3-Dichloropropene.Elementary flows/emission/air..
"
Pymetrozine,4dc0c5f5-94ef-31d0-942f-add762355ca2,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Pymetrozine.Elementary flows/emission/air..
"
Spirodiclofen,3bfd916c-2ddf-3204-8ef3-078bf7b6938a,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Spirodiclofen.Elementary flows/emission/air..
"
Mica,432ca42e-8fd0-3a2a-b37b-d66aebdd048d,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Mica.Elementary flows/Resource/ground..
"
Nitrate,d6d40356-2c5c-3ae0-89a9-fec2a41f07b2,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground,,"Nitrate.Elementary flows/emission/ground..
"
Sulfosulfuron,33e76b18-4f77-3222-b816-4b1f6796aa06,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Sulfosulfuron.Elementary flows/emission/water..
"
Prohexadione calcium,0e14bffb-cc14-3da9-8604-2a5e00376729,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Prohexadione calcium.Elementary flows/emission/water..
"
Chlorine,d94f94d7-2d65-3f80-8254-1c8129263b01,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Chlorine.Elementary flows/emission/water..
"
Crude oil,0ed0590b-2e71-385e-86bb-3d2ea0505734,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/water/subterranean,,"Crude oil.Elementary flows/Resource/water/subterranean..
"
Coal,39a07dad-33e8-3644-b6a5-2054c3d53fa9,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Coal.Elementary flows/Resource/ground..
"
Acrylonitrile,f5bb2d1e-1a7a-3587-8922-d711ec7e6ea4,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Acrylonitrile.Elementary flows/emission/air..
"
Toluene,123df42b-1658-3f80-ad31-fffbb8559d43,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground,,"Toluene.Elementary flows/emission/ground..
"
Kaolin,ce1f5518-5122-3e83-abc1-3c1f8c9e2911,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Kaolin.Elementary flows/emission/water..
"
"Energy, wind",35962866-662b-3817-a2a7-39375c7e6a3c,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/air,,"Energy, wind.Elementary flows/Resource/air..
"
Dodine,f6f5213c-ff86-3f32-ac12-e923ee89994f,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Dodine.Elementary flows/emission/water..
"
Fluopicolide,a67fa540-b7e2-3416-b8ff-ba472210178f,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Fluopicolide.Elementary flows/emission/water..
"
Thorium-228,1d80200a-44ec-3ef6-8af6-116e0818139d,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Thorium-228.Elementary flows/emission/water..
"
Novaluron,99789111-38d1-389a-8f81-a3f18c1c774b,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Novaluron.Elementary flows/emission/air..
"
Ametoctradin,187f6c03-aa68-343e-95ba-4d2e80faf1f9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Ametoctradin.Elementary flows/emission/air..
"
"Rare earth metals, total",103e7184-b49a-3eb6-84f8-7f57658653e1,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Rare earth metals, total.Elementary flows/Resource/ground..
"
Isoxaflutole,4ed91035-fffd-367e-a252-f470f825ac7b,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Isoxaflutole.Elementary flows/emission/water..
"
Prometryn,2f1c6136-75b2-3218-8382-8b74a2de322d,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Prometryn.Elementary flows/emission/water..
"
2-Methoxyethanol,fae3add8-3856-3dd0-b14a-83dab6eb662c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"2-Methoxyethanol.Elementary flows/emission/water..
"
"1,3-Phenylenediamine",b4c83cd9-8188-3f5d-9152-4d1bc057b61c,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"1,3-Phenylenediamine.Elementary flows/emission/air..
"
"3,3'-Dimethylbenzidine",25045a33-212b-3680-877b-add3bee5fd74,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"3,3'-Dimethylbenzidine.Elementary flows/emission/air..
"
Pendimethalin,76b25848-8799-39d5-b64b-c23a5b706b10,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Pendimethalin.Elementary flows/emission/water..
"
2-Methylpyridine,2fe523cb-1729-3ec1-a8b2-44ce16a69b67,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2-Methylpyridine.Elementary flows/emission/air..
"
Imazamox,877d591f-0dcd-3943-9a65-053694c0bc4b,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Imazamox.Elementary flows/emission/water..
"
Simazine,9b9dc1cb-8bca-372a-b3c5-4b940593b281,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Simazine.Elementary flows/emission/water..
"
"2,4-Dinitrophenol",aa1aac60-dfbe-32b9-9203-81a6c58a340b,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2,4-Dinitrophenol.Elementary flows/emission/air..
"
"Energy, heat",8c959db8-d359-36e3-8517-588e1c21df4a,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/air,,"Energy, heat.Elementary flows/Resource/air..
"
Boscalid,9d8b95a6-c966-34d8-bea0-170edc19b2fb,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Boscalid.Elementary flows/emission/air..
"
Copper resinate,b05cbf86-e4ae-3700-9eb2-ec931b0208ac,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Copper resinate.Elementary flows/emission/water..
"
Talc,acd4abb1-54fc-3c02-ab6e-36d8822062ae,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Talc.Elementary flows/Resource/ground..
"
Metsulfuron-methyl,01e66594-9ef9-312c-8add-34d65a95eecc,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Metsulfuron-methyl.Elementary flows/emission/air..
"
Diuron,805e6825-16f5-3f54-9b9d-467213efd064,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Diuron.Elementary flows/emission/water..
"
Scandium,9b1dbd4c-c3b1-3afa-8d52-e80887ef5de7,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Scandium.Elementary flows/emission/water..
"
"Water, fresh",a1c1753e-5b37-3aa2-a929-552eb0d6d351,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Water, fresh.Elementary flows/emission/water..
"
Benzyl chloride,9272da3d-59d1-3b1c-bc3d-d8845f0632e9,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Benzyl chloride.Elementary flows/emission/water..
"
Olivine,578d6bfc-2db9-3ed2-a875-1e33274ae9e2,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Olivine.Elementary flows/Resource/ground..
"
Bifenazate,cd86ff63-df3c-336c-95ce-006805b47619,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Bifenazate.Elementary flows/emission/air..
"
Epichlorohydrin,9c75fe3f-354c-33b4-b5d4-b88198daa2d1,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Epichlorohydrin.Elementary flows/emission/air..
"
"4,4'-Isopropylidenediphenol",133ab24d-ec96-3e00-b1d0-64d6a2c075ed,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"4,4'-Isopropylidenediphenol.Elementary flows/emission/air..
"
Glufosinate-ammonium,562680dd-9689-31d1-8b4b-b1defa1da49a,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Glufosinate-ammonium.Elementary flows/emission/water..
"
Octachloronaphthalene,0b8ceb76-ea3e-3ec5-931a-5e303b04870c,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Octachloronaphthalene.Elementary flows/emission/air..
"
Pinoxaden,b3da2f91-8ad7-3ce4-a35f-2363dce86d25,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Pinoxaden.Elementary flows/emission/air..
"
Metsulfuron-methyl,a1888b90-495f-38e2-8b9a-23ffad617b65,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Metsulfuron-methyl.Elementary flows/emission/water..
"
Polychlorinated biphenyls,4e6eb42f-d04e-3e26-b651-e86a17605220,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Polychlorinated biphenyls.Elementary flows/emission/water..
"
Palladium,a3f9fcea-4205-3a29-8364-2d0868fc99b2,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Palladium.Elementary flows/emission/air..
"
Prosulfuron,192158e9-a317-3da5-a796-12479b95167c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Prosulfuron.Elementary flows/emission/water..
"
Manganese,9a474c27-63f9-3d0d-a74c-465fd97400e7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Manganese.Elementary flows/emission/air..
"
Iron pentacarbonyl,0ee050b3-4433-30bf-acf1-17999ea82e35,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Iron pentacarbonyl.Elementary flows/emission/air..
"
Chromium(VI),187acf44-9b91-36cc-a1c3-66c9e3bae012,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground,,"Chromium(VI).Elementary flows/emission/ground..
"
Thorium-234,45e642f2-1460-3479-aeb0-9252a8957a1e,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Thorium-234.Elementary flows/emission/air..
"
"1,4-Dioxane",b51f43e4-5a5f-3eb7-921f-6d3746d33fb6,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"1,4-Dioxane.Elementary flows/emission/water..
"
Water,e2eb491c-78ff-3123-9e42-494c7d199b44,kg,ELEMENTARY_FLOW,Elementary flows/Resource/water,,"Water.Elementary flows/Resource/water..
"
Ferbam,e1c9e7a9-f7fb-31be-b800-00db07f95528,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Ferbam.Elementary flows/emission/air..
"
Imazethapyr,449897cf-fcde-3562-8088-9fdb753a3083,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Imazethapyr.Elementary flows/emission/water..
"
Fenarimol,e38d3eb5-567b-3506-9538-da3f9ecf3a04,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Fenarimol.Elementary flows/emission/water..
"
Dimethenamid,2d7ce54f-4eb7-3310-8b37-a78f052e5de5,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Dimethenamid.Elementary flows/emission/air..
"
Oxytetracycline hydrochloride,714dda3e-28c2-3eda-96ea-5979471e7552,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Oxytetracycline hydrochloride.Elementary flows/emission/air..
"
Rimsulfuron,b6f02fe3-0333-330d-8ed5-1e2a8b886815,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Rimsulfuron.Elementary flows/emission/air..
"
Molybdenum ore,9dbbab15-9afc-3fa7-b87b-e035544dc961,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Molybdenum ore.Elementary flows/Resource/ground..
"
Copper,965958b3-8368-3395-a55d-f6f819e40587,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Copper.Elementary flows/emission/water..
"
Ziram,e20a37b7-f8e2-39ca-a37b-032c3be7e86f,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Ziram.Elementary flows/emission/air..
"
Biphenyl,52e6476c-bc9d-3aa2-bfb8-6597393b87d1,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Biphenyl.Elementary flows/emission/air..
"
Bromacil,e9833754-20e2-35fd-a14b-c2b5a61d3bc6,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Bromacil.Elementary flows/emission/water..
"
Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Carbon dioxide.Elementary flows/emission/air..
"
Cloransulam-methyl,199df626-4e21-329c-9baf-f8d232c34138,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Cloransulam-methyl.Elementary flows/emission/air..
"
"1,1-Dichloroethylene",7a2c7e46-dbf6-34ff-8b7d-a434506535b2,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"1,1-Dichloroethylene.Elementary flows/emission/water..
"
"1,1-Dichloroethylene",af1f4d83-5b7d-3b3f-b9a9-a95e80daf466,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"1,1-Dichloroethylene.Elementary flows/emission/air..
"
Clopyralid,824d6a2c-f7b8-3c2a-bc56-22a7170ff433,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Clopyralid.Elementary flows/emission/water..
"
Biomass,7feeb363-fbeb-37ad-937f-080834b9dc35,kg,ELEMENTARY_FLOW,Elementary flows/Resource/biotic,,"Biomass.Elementary flows/Resource/biotic..
"
Bromoxynil heptanoate,a26a0c61-89f0-3417-889d-f0ad3349d8c1,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Bromoxynil heptanoate.Elementary flows/emission/air..
"
Benzyl chloride,f0616d3c-8ad2-364a-aaae-42f0651f32e8,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Benzyl chloride.Elementary flows/emission/air..
"
Benzo(b)fluoranthene,920c61f8-5c4a-3900-b070-9a437d2738b8,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Benzo(b)fluoranthene.Elementary flows/emission/air..
"
"4,4'-Methylenedianiline",7831e9e9-36fc-3f72-afbe-3212cc75b975,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"4,4'-Methylenedianiline.Elementary flows/emission/water..
"
"1,4-Dichloro-2-butene",0a69c698-a3b0-3945-884c-0a75e5f4a444,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"1,4-Dichloro-2-butene.Elementary flows/emission/air..
"
Cyprodinil,7006c273-b24d-366b-b70d-ee1405a810cc,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Cyprodinil.Elementary flows/emission/air..
"
Yttrium,5f38d379-fe5b-354c-83b3-cba734266e82,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Yttrium.Elementary flows/emission/water..
"
Nitrogen oxides,4382ba18-dd21-3837-80b2-94283ef5490e,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Nitrogen oxides.Elementary flows/emission/air..
"
Nickel ore,6cd28065-e28a-3a4a-83e0-3b7c4802f715,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Nickel ore.Elementary flows/Resource/ground..
"
Amitrole,96ec2a6f-4bc4-321c-9b14-2c1f1e8495a9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Amitrole.Elementary flows/emission/air..
"
Propargite,e29f95b0-7448-3c72-8560-dbea7253672c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Propargite.Elementary flows/emission/water..
"
Methoxychlor,d1313fb4-7ebf-32b7-a2b2-add636a5e737,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Methoxychlor.Elementary flows/emission/air..
"
Trifloxystrobin,83757395-5d06-36c2-bcee-736091c2802f,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Trifloxystrobin.Elementary flows/emission/air..
"
Tetracycline hydrochloride,aa62de32-2b92-3830-8a50-0ea500367252,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Tetracycline hydrochloride.Elementary flows/emission/air..
"
Uranium-234,1ab6fbf2-eba9-3962-b66e-2f47edf68957,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Uranium-234.Elementary flows/emission/air..
"
Boron,51b96ba3-3dc1-32f4-94e6-47601e4754ae,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Boron.Elementary flows/emission/air..
"
Americium-241,a6ef0d41-eede-3377-957e-0bdee5f8aa1e,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Americium-241.Elementary flows/emission/water..
"
Resmethrin,9d74cf85-3e66-32c5-990b-f0c118ebb3dc,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Resmethrin.Elementary flows/emission/air..
"
"2,4-Dimethylphenol",9fbf4799-8de2-3760-bb42-6b8128228f04,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2,4-Dimethylphenol.Elementary flows/emission/air..
"
2-Mercaptobenzothiazole,ac6acf58-3bd1-3a83-949a-6e3863be67cb,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2-Mercaptobenzothiazole.Elementary flows/emission/air..
"
Formic acid,8b67e596-b3af-30d7-84d5-c710373ed376,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Formic acid.Elementary flows/emission/water..
"
Radionuclides,cf99fc3b-5c94-31ca-a16b-c6c1f48b5054,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Radionuclides.Elementary flows/emission/water..
"
Mercury,687b7004-d26d-3dfc-b8f2-81e092bc4bca,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Mercury.Elementary flows/emission/water..
"
Metiram,27e4677d-f414-3170-9035-d6fa93a2bf3c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Metiram.Elementary flows/emission/water..
"
Thiodicarb,99827aba-819f-37ea-b9a3-33b03c9f6ef5,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Thiodicarb.Elementary flows/emission/water..
"
Chloroprene,1debd972-bc23-3848-8f5e-8bb78a8e5421,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Chloroprene.Elementary flows/emission/air..
"
Methacrylic acid,9ea2cd60-4a80-3555-a410-e07b7f36976f,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Methacrylic acid.Elementary flows/emission/air..
"
"2,4-Dinitrotoluene",7fdbc046-29ad-3377-a9c1-a45031e0cd53,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2,4-Dinitrotoluene.Elementary flows/emission/air..
"
Aggregate,c11b4748-31e6-331a-8c7a-a75f91e15580,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Aggregate.Elementary flows/Resource/ground..
"
Barium sulfate,e991f526-a95a-3c89-bee0-24d3a695f342,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Barium sulfate.Elementary flows/Resource/ground..
"
Acetonitrile,c8105d36-b64a-3b20-92bb-0208703c96a4,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Acetonitrile.Elementary flows/emission/air..
"
Dimethomorph,db8fc7a2-3553-33a3-9eb2-ce2b8a67dfa1,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Dimethomorph.Elementary flows/emission/water..
"
Terbufos,ba950499-789b-30ad-b6f8-988492074643,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Terbufos.Elementary flows/emission/air..
"
Shale,4045c079-d5a7-381a-aaa3-1ed87cd38e92,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Shale.Elementary flows/Resource/ground..
"
Diethanolamine,e200edf4-9f8c-32d1-857b-83015bf29b09,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Diethanolamine.Elementary flows/emission/water..
"
CFC-13,c70f1e1d-017a-3aa4-9614-fa723adbf49d,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"CFC-13.Elementary flows/emission/air..
"
Cresol,8ec7f708-9411-37a7-80df-4096d397c513,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Cresol.Elementary flows/emission/air..
"
"Dibenzo[a,i]pyrene",475e3a78-071c-355a-ba92-20d2da394e97,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Dibenzo[a,i]pyrene.Elementary flows/emission/air..
"
Chlorine dioxide,ffbf17ac-259f-3767-a03f-e0545b860282,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Chlorine dioxide.Elementary flows/emission/air..
"
Benz[a]anthracene,248c35a7-7964-3f7b-aff8-9f29e983835e,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Benz[a]anthracene.Elementary flows/emission/air..
"
Formetanate hydrochloride,9002e382-4f08-3d17-8e95-5ffa003840b5,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Formetanate hydrochloride.Elementary flows/emission/water..
"
Acetamiprid,94b9c358-b9d7-3280-94d4-9cd15b1196b9,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Acetamiprid.Elementary flows/emission/water..
"
2-Methylpentane,5131a370-a6cf-3a72-8756-6aa30666e3f7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2-Methylpentane.Elementary flows/emission/air..
"
Oil sand,268ee121-eaa7-3dec-a1b5-7ccc36d492a7,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Oil sand.Elementary flows/Resource/ground..
"
"Quartz, sand",f69937d6-b8cc-3c27-805d-44d420faeb5b,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Quartz, sand.Elementary flows/Resource/ground..
"
Indaziflam,9d1c72fd-98f9-3e7e-bc2c-9f8a67d47e9c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Indaziflam.Elementary flows/emission/water..
"
Furans,22031c64-cc11-3d96-835b-02e9d08a349f,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Furans.Elementary flows/emission/water..
"
Acrylamide,89be7196-9d54-3cb5-925f-6c5c215e70e0,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Acrylamide.Elementary flows/emission/water..
"
Ethane,423e3050-f49a-303a-88a8-1ac428418f9c,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Ethane.Elementary flows/emission/air..
"
Bis(2-chloro-1-methylethyl) ether,45bc39bd-b2b3-313a-a0b2-1374b42fdd76,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Bis(2-chloro-1-methylethyl) ether.Elementary flows/emission/air..
"
m-Dinitrobenzene,439d0e45-a957-3c14-91a2-078a3a944b28,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"m-Dinitrobenzene.Elementary flows/emission/air..
"
Sodium,ba614600-af03-39a6-a0f5-897debdf159c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Sodium.Elementary flows/emission/water..
"
Zinc oxide,75787b9c-5517-3b43-9ca7-46c1516fae31,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Zinc oxide.Elementary flows/emission/air..
"
Gravel,dd983461-0533-301e-bde1-e1d5f1d55c4e,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground,,"Gravel.Elementary flows/Resource/ground..
"
MCPB,dde269e6-7ccc-3bfd-828d-1c4d4307a815,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"MCPB.Elementary flows/emission/air..
"
Azinphos-methyl,972ac0b5-a122-3403-a106-2b5e9dc6c2c9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Azinphos-methyl.Elementary flows/emission/air..
"
Butanediol,6792b60c-7476-3da1-9350-96ec38739232,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Butanediol.Elementary flows/emission/water..
"
1-Pentene,f0540274-e177-35aa-aaca-2c33298ba3ff,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"1-Pentene.Elementary flows/emission/air..
"
"1,3-Dichloropropene",1cb3814f-067b-3f04-af78-4f6ad4c132b7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"1,3-Dichloropropene.Elementary flows/emission/air..
"
Crude oil,4aca0c2c-6e1a-3d90-956c-7141ca8932ce,MJ,ELEMENTARY_FLOW,Elementary flows/Resource/water,,"Crude oil.Elementary flows/Resource/water..
"
Glycol ethers,7ce964c0-5c8c-3cc2-baf3-0b4b89f0947f,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Glycol ethers.Elementary flows/emission/water..
"
Hydrogen bromide,4dcb0409-be5e-3186-8c63-bf16489412ee,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Hydrogen bromide.Elementary flows/emission/air..
"
Bromate,f9a34d23-025d-3eb0-b55d-d084988c0b8d,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Bromate.Elementary flows/emission/water..
"
Bispyribac-sodium,b32a0988-6e07-36b2-8c39-fb5316ebebdd,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Bispyribac-sodium.Elementary flows/emission/water..
"
