domain,exchange_flow_name,exchange_supplying_process_id,exchange_supplying_process_location,exchange_supplying_process_name,info_process_id,info_process_location,info_process_name,info_unit,n_row_amount,n_row_unit,process_name,reason
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.97478879934977e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.83713278633347e-09,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to unspecified, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.17833378347173e-09,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.000214198738847,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.29971841077429e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.97478880531424e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0001889596943791,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00015899155215,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.89200160712786e-12,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to arable, irrigated, intensive",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0001335961522534,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.61639633901301e-13,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.16096590517344e-10,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.64985920364519e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to unspecified, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.5578994061557e-06,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to unspecified, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.2678002858674205e-09,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,8.348712209997581e-09,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from grassland/pasture/meadow",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.96539036825688e-10,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.29971841090529e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from grassland/pasture/meadow",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.63463091626632e-12,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to unspecified, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.75098301102428e-10,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.70401666763042e-07,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.97478879934977e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to permanent crop",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.05647727779126e-06,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.14039961689962e-11,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.64985920352943e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from arable, irrigated, intensive",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.7604445966414404e-09,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from arable, non-irrigated, intensive",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.70401551152009e-07,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.97478879935739e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to unspecified, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.419270698765209e-11,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to arable, non-irrigated, intensive",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.17468299575983e-06,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to arable, irrigated, intensive",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0002165084384265,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0001192436641551,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.7371127756088e-06,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to arable, non-irrigated, intensive",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.64994758384116e-22,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.64985920364519e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.3469533308232199e-11,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.354320682297231e-10,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from permanent crop",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.05647727779126e-06,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.6571821507757403e-09,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.64985920364519e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.20488760050529e-07,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.48794987634498e-06,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to permanent crop",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.13341065368969e-05,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from forest, used",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,8.77291044304227e-25,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to bare area",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.38460250223451e-11,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to urban, discontinuously built",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.44546307835604e-14,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to unspecified, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.00519523366346e-08,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to shrub land, sclerophyllous",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.55248991639631e-10,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, from arable, irrigated, intensive",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.91457445545852e-08,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
technosphere,"Transformation, to unspecified, natural",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.3469533308232199e-11,m2,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",Cutoff dummy flow skipped
