activity_name,activity_db,activity_code,reference_product,activity_unit,location,production_amount,functional_unit_amount,method_1,method_2,method_3,method_str,method_unit,lcia_score
Electricity - COAL - Duke Energy Carolinas,uslci_database529,b73c607c-b11b-3385-8475-3cf0e4f0b625,"Electricity, AC, 2300-7650 V",MJ,Duke Energy Carolinas,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.4066141502500013
"Transport, light commercial truck, E85 powered, West North Central",uslci_database529,901c5aa4-1578-3198-8828-d14f5ab6ea6b,"Transport, light commercial truck, E85 powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.1029640788756403
"Transport, single unit truck, gasoline powered, Alaska",uslci_database529,ebe48764-9fda-3c02-9714-621f353e4484,"Transport, single unit truck, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.12549827128868019
"Transport, single unit truck, electricity powered, West North Central",uslci_database529,4ab1ad08-f644-3b59-a327-c19846c4e997,"Transport, single unit truck, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.06467897894589833
"Transport, refuse truck, diesel powered, South",uslci_database529,305caade-c895-33b0-90d7-4641bcf4741e,"Transport, refuse truck, diesel powered",t*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1308700802624216
Drinking water treatment; U.S. Average Treatment; at consumer,uslci_database529,f8513ce4-7415-4495-9d10-5957ab21af04,Drinking water treatment; U.S. Average Treatment,l,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0004183018818293099
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,uslci_database529,5b6723c2-d148-3620-afd0-ef9888989d6e,"Electricity, AC, 120 V",MJ,Florida Power & Light Co.,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1056009027761779
"Ductile Iron Pipe,50"" inch diameter; at plant; per linear foot",uslci_database529,78315fca-7132-345f-bdd2-605420eddfeb,"Ductile Iron Pipe, 50""",ft,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,117.37497134430296
power plant construction - coal_const - JEA,uslci_database529,de83041c-ecd0-35bf-b203-fe1a924e886b,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,24441.688223799854
"Electricity - GAS - Duke Energy Florida, Inc.",uslci_database529,fe30de51-3171-3ace-bdfc-63e8adf1510d,"Electricity, AC, 2300-7650 V",MJ,"Duke Energy Florida, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14687964366524114
"Transport, transit bus, diesel powered, Northeast",uslci_database529,7821cc71-02fd-37ae-a50d-cdd9073429bb,"Transport, transit bus, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11530380658390749
Electricity; at user; consumption mix - US - US,uslci_database529,7068192a-999c-39b6-bf66-234a294bdf92,"Electricity, AC, 120 V",MJ,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.12267134949205544
Synthetic Rubber Bridge; USLCI to USEEIO,uslci_database529,1103da1a-c993-49b5-a53b-0f1ee9c27ae4,"Synthetic rubber, at plant",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Transport, transit bus, diesel powered, Southeast",uslci_database529,8e4ff6b0-ab17-32f5-bf1e-feea2d36ef41,"Transport, transit bus, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11652241262316859
Acrylonitrile; at plant,uslci_database529,13abc978-777f-4929-9990-4f53976d032f,Acrylonitrile; at plant,kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.5788858784873163
"Bark, softwood, average, at forest road, NE-NC",uslci_database529,c39dbfd7-d8de-3df9-8e9b-d2bdc3037cf4,Bark; softwood; average; at forest road,kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Transport, single unit truck, short-haul, gasoline powered, Hawaii",uslci_database529,8b8d5f56-82c0-3254-a22a-a0e0df0090ba,"Transport, single unit truck, short-haul, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13230018438500732
"Lumber, softwood, ACQ treated, SE",uslci_database529,0cffeb9f-9246-3b8c-a541-92525ab98313,Lumber; softwood; ACQ treated,m3,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,34.0138211463386
"Pressed raw panels, purchased, hardwood, at eng wood flooring plant, E",uslci_database529,89268f85-c58a-3224-8a61-28e8848a2797,Pressed raw panels; purchased; hardwood; at eng wood flooring plant,kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.1851319024682387
"coal extraction and processing - Powder River Basin, SUB, Underground",uslci_database529,83f8f627-ab9d-3e6a-9a11-bc1714ea93ab,"coal, processed, at mine",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.019040454000385506
Electricity; at grid; consumption mix - Imperial Irrigation District - BA,uslci_database529,71f28293-4310-3287-a79f-d0f26d125f81,"Electricity, AC, 2300-7650 V",MJ,Imperial Irrigation District,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.059731429858031926
"Acetone, liquid Bridge; USLCI to USEEIO",uslci_database529,6eda8c79-9c77-42e3-a706-27d20b38f927,"Acetone, liquid",m3,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
Electricity - SOLAR - Portland General Electric Company,uslci_database529,1d76ff0d-166f-31ab-a320-8fddd0d8b2ea,"Electricity, AC, 2300-7650 V",MJ,Portland General Electric Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.01183643913917927
"Heat, onsite boiler, hardwood mill, average, SE",uslci_database529,d85c6177-4580-35f0-afd6-52125ababf10.97624ce0-6d6a-3376-bfa7-c663b3c7e48d,Electricity; onsite boiler; hardwood mill; average,kWh,US,0.2742389458714714,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.3771345691775145
"Transport, combination truck, diesel powered, East North Central",uslci_database529,e3ecaa74-5c3b-3faa-b644-63d8cc02d61d,"Transport, combination truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08842165892689903
"Steel; sections, at plant",uslci_database529,1b8709a5-5df4-4c52-85e4-dd6e7ed8deba.b35f19b6-e7e8-3c7a-a11e-1e5704413261,"Tailings, stockpiled, on-site, for unspecified beneficial use",kg,Northern America,0.669385557,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.4325757870373128
"Transport, refuse truck, diesel powered, Northeast region",uslci_database529,7ac14cbe-026f-3e50-9e49-831fbc193e4b,"Transport, refuse truck, diesel powered",t*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13027599336110923
"Transport, pipeline, unspecified petroleum products",uslci_database529,0855376f-1ec5-3f3e-bead-959c932539b7,"Transport, pipeline, unspecified petroleum products",t*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0065800912508051125
"Transport, single unit truck, diesel powered, Hawaii",uslci_database529,c4057cae-4e2c-3595-948a-ac60ec19b31d,"Transport, single unit truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11643968320123774
Electricity; at grid; generation mix - Southeastern Power Administration,uslci_database529,016b0834-3427-339e-a43f-6814b8cd91bf,"Electricity, AC, 2300-7650 V",MJ,Southeastern Power Administration,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0004066140152823481
Electricity - GAS - Tennessee Valley Authority,uslci_database529,d9fb0399-cc8d-30e5-a5e5-27cdcda82a8e,"Electricity, AC, 2300-7650 V",MJ,Tennessee Valley Authority,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13314944136426562
"Transport, intercity bus, diesel powered, Central",uslci_database529,df931de6-d0ae-30d4-889c-eca58275703c,"Transport, intercity bus, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.05136067949211407
"Transport, light commercial truck, E85 powered, Northeast",uslci_database529,15893aef-a669-3f54-ab00-55f4ae6a842b,"Transport, light commercial truck, E85 powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.1510991943457896
"Aluminium sulphate, powder Bridge; USLCI to USEEIO",uslci_database529,a69b6a20-acd3-489b-b3e1-bb7ef0615618,"Aluminium sulphate, powder, at plant",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
Electricity - GEOTHERMAL - Idaho Power Company,uslci_database529,7563259f-f58a-323d-8420-0cea57026ad8,"Electricity, AC, 2300-7650 V",MJ,Idaho Power Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.011326828795347528
"Transport, combination truck, electricity powered, Alaska",uslci_database529,103485be-194e-395a-a504-7d3f3bc7a7b3,"Transport, combination truck, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07625030659345047
Electricity; at user; consumption mix - JEA - BA,uslci_database529,aed5a375-3683-3ad8-91a2-042d48712718,"Electricity, AC, 120 V",MJ,JEA,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.17125375706706228
Drinking water treatment; Distribution Pipe Network Infrastructure; at plant,uslci_database529,6017be4d-8df3-31bf-9597-756852c8f18d,Drinking water treatment; Distribution Pipe Network Infrastructure,m3,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.019662683780854274
"Transport, combination truck, electricity powered, Central",uslci_database529,d57fe4e3-0bc9-3121-aeba-dadf92520714,"Transport, combination truck, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08652036522740059
"Switchgrass, ground and stored, 2022",uslci_database529,25b4ad17-ccd9-36ff-8ed5-4ad7b4814ae3,"Switchgrass, ground and stored",kg,Northern America,1000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.4582251496747771
"Quicklime, at plant",uslci_database529,9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.347918499512193
power plant construction - solar_pv_const - City of Tallahassee,uslci_database529,b5c4b502-6335-3082-b740-d8553f8a46d6,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,14.27452999592299
Electricity - GAS - California Independent System Operator,uslci_database529,1fc21555-e9a5-37f0-a284-3f49bb0ef484,"Electricity, AC, 2300-7650 V",MJ,California Independent System Operator,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1374529318449059
"Transport, combination truck, gasoline powered, Northwest",uslci_database529,c9b1a717-654b-3e4b-ab68-ab97840b0201,"Transport, combination truck, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08350760128369968
Electricity; at grid; generation mix - Western Area Power Administration - Upper Great Plains West,uslci_database529,47a45f7b-ed52-3807-9ff1-ebe190cd1db7,"Electricity, AC, 2300-7650 V",MJ,Western Area Power Administration - Upper Great Plains West,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.005850280475908935
"Phenol formaldehyde resin, neat, 47% solids",uslci_database529,cd04cced-a75c-30c6-b05f-1fe6fbefb934,"Phenol formaldehyde resin, neat, 47% solids",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.2658712822089183
"Electricity - GAS - Southern Company Services, Inc. - Trans",uslci_database529,f2810f07-91dc-3d23-91cc-5f225733f2c6,"Electricity, AC, 2300-7650 V",MJ,"Southern Company Services, Inc. - Trans",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14383697208102586
Formic acid; electrochemical reduction of CO2; at plant,uslci_database529,a0bada1b-1891-46af-81af-90d0664bee40,Formic acid; at plant,kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.350408003235067
Grinding,uslci_database529,ccc739c2-aec2-30d0-a1f1-a7ae81af1e8a,Grinding,kg,Northern America,2000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.013662742423994657
Electricity - ALL - British Columbia Hydro and Power Authority,uslci_database529,e1af8650-b9cc-367d-9cac-75a8d52eb3fb,"Electricity, AC, 2300-7650 V",MJ,British Columbia Hydro and Power Authority,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.011340206364182929
power plant construction - wind_const - New Brunswick System Operator,uslci_database529,b31130e3-4e5a-3f38-969e-240e4b373e33,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,18.306804807113657
"Paper, freesheet, coated, average production, at mill",uslci_database529,51cb18c8-eb65-36b7-a20a-bc1ed819ff88.171c5462-de33-38ad-8de6-0d026ed2b051,"Paper, freesheet, coated, average production, at mill",kg,Northern America,861.83,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,3.06943570607021
Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,uslci_database529,c89bdff5-9b6f-3389-95e9-ad2fd1eaa579,"Electricity, AC, 2300-7650 V",MJ,Duke Energy Carolinas,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08686766975129005
"Lime, agricultural, corn production",uslci_database529,55d8bf4f-025a-3927-bb96-235d37ba79fc,"Lime, agricultural, corn production",m2,Northern America,10000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.06159043820817275
"Residual fuel oil, combusted in industrial boiler",uslci_database529,9d9b6815-9349-30af-869b-57362428c42e,"Residual fuel oil, combusted in industrial boiler",l,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,4.005494637227982
"Electricity - BIOMASS - Southern Company Services, Inc. - Trans",uslci_database529,4a0629b8-569d-30f1-81e6-da2a6cc7bbff,"Electricity, AC, 2300-7650 V",MJ,"Southern Company Services, Inc. - Trans",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.3554655661164965
"Transport, light commercial truck, E85 powered, East North Central",uslci_database529,54784ec6-fabb-3fcc-bea2-c8bce7c1c335,"Transport, light commercial truck, E85 powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.1426638559051963
