process_name,process_id,process_location,process_description,exchange_name,exchange_id,exchange_flow_name,exchange_flow_id,exchange_amount,exchange_unit,exchange_type,exchange_category,exchange_description,exchange_is_input,exchange_ecoinvent_type,exchange_supplying_process_id,exchange_supplying_process_name,exchange_supplying_process_location,exchange_flow_type
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,Epoxy resin,0cb57182f37840f2a16a589c8386a35a,Epoxy resin,0cb57182f37840f2a16a589c8386a35a,11.34,kg,TECHNOSPHERE,,,True,technosphere,0cb57182f37840f2a16a589c8386a35a,Epoxy resin,GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,0.002745,kg,TECHNOSPHERE,,,True,technosphere,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,Manganese ,a7855d4c3576430ead06c5ff802533e2,Manganese ,a7855d4c3576430ead06c5ff802533e2,374.0,kg,TECHNOSPHERE,,,True,technosphere,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,Nickel from sulfide ores,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,b0e83834598d43e6ac64ea0802f1c0a0,391.0,kg,TECHNOSPHERE,,,True,technosphere,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,Concrete,af83e299104b41b283f194a759cc89e3,Concrete,af83e299104b41b283f194a759cc89e3,169.0,m3,TECHNOSPHERE,,,True,technosphere,af83e299104b41b283f194a759cc89e3,Concrete,GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,chromium,5b6adeb1f1284b1e892a5875b7c9e186,chromium,5b6adeb1f1284b1e892a5875b7c9e186,1018.0,kg,TECHNOSPHERE,,,True,technosphere,5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,chromium,5b6adeb1f1284b1e892a5875b7c9e186,chromium,5b6adeb1f1284b1e892a5875b7c9e186,172.0,kg,TECHNOSPHERE,,,True,technosphere,5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,1283.6,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,11330.0,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,103330.0,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,541.0,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,176.18,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,806.45,kg,TECHNOSPHERE,,,True,technosphere,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,180432.0,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,8492.0,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
"Wind, onshore",aeee3498803b4c5d8b9646fe53e0bdf2,GLO,,praseodymium/neodymium,36dd792924424c608fcae616112faf13,praseodymium/neodymium,36dd792924424c608fcae616112faf13,40.294,kg,TECHNOSPHERE,,,True,technosphere,36dd792924424c608fcae616112faf13,praseodymium/neodymium,GLO,TECHNOSPHERE
"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,GLO,LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564,sinter ore,211100546c7a4441ab50b5d25fa1915b,sinter ore,211100546c7a4441ab50b5d25fa1915b,1.57,kg,TECHNOSPHERE,,,True,technosphere,211100546c7a4441ab50b5d25fa1915b,sinter ore,GLO,TECHNOSPHERE
"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,GLO,LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564,"Anthracite coal, at mine",de182d9f-35b5-333a-8012-445b93549447,"Anthracite coal, at mine",de182d9f-35b5-333a-8012-445b93549447,0.0114,kilogram,TECHNOSPHERE,,,True,technosphere,de182d9f-35b5-333a-8012-445b93549447,"Anthracite coal, at mine",Northern America,TECHNOSPHERE
"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,GLO,LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564,"Metallurgical coke, at plant",fb97ca58-8d24-3147-b08f-7788b67ab151,"Metallurgical coke, at plant",fb97ca58-8d24-3147-b08f-7788b67ab151,0.373,kilogram,TECHNOSPHERE,,,True,technosphere,fb97ca58-8d24-3147-b08f-7788b67ab151,"Metallurgical coke, at plant",Northern America,TECHNOSPHERE
"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,GLO,LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564,"Oxygen, liquid, at plant",7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,0.11366,kilogram,TECHNOSPHERE,,,True,technosphere,7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",Northern America,TECHNOSPHERE
"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,GLO,LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564,"Steam, purchased by containerboard mills",1e4fd434-9cd2-402a-8ebf-43891d0dd591,"Steam, purchased by containerboard mills",1e4fd434-9cd2-402a-8ebf-43891d0dd591,0.06958,megajoule,TECHNOSPHERE,,,True,technosphere,1e4fd434-9cd2-402a-8ebf-43891d0dd591,"Steam, purchased by containerboard mills",Northern America,TECHNOSPHERE
"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,GLO,LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,0.32375,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,GLO,LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564,steel slag disposal,528c9d8ff9a24f53a5fff934cb32e935,steel slag disposal,528c9d8ff9a24f53a5fff934cb32e935,0.36445,kg,TECHNOSPHERE,,,True,technosphere,528c9d8ff9a24f53a5fff934cb32e935,steel slag disposal,GLO,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,85.1,kg,TECHNOSPHERE,,,True,technosphere,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Oxygen, liquid, at plant",7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,785.0,kilogram,TECHNOSPHERE,,,True,technosphere,7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Polyvinyl chloride, PVC, resin; at plant",3dbccdda-2014-4239-ad1f-4e15c034942b,"Polyvinyl chloride, PVC, resin; at plant",3dbccdda-2014-4239-ad1f-4e15c034942b,40.3,kilogram,TECHNOSPHERE,,,True,technosphere,3dbccdda-2014-4239-ad1f-4e15c034942b,"Polyvinyl chloride, PVC, virgin resin; at plant",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Polybutadiene, butadiene rubber, BR, at plant",fa60e60f-73f0-3e20-bb3a-073e4a9469cc,"Polybutadiene, butadiene rubber, BR, at plant",fa60e60f-73f0-3e20-bb3a-073e4a9469cc,19.5,kilogram,TECHNOSPHERE,,,True,technosphere,fa60e60f-73f0-3e20-bb3a-073e4a9469cc,"Polybutadiene, butadiene rubber; at plant",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,79.3,kg,TECHNOSPHERE,,,True,technosphere,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,Copper,c3b2244dbba5469d839dca55eb479986,Copper,c3b2244dbba5469d839dca55eb479986,408.0,kg,TECHNOSPHERE,,,True,technosphere,c3b2244dbba5469d839dca55eb479986,Copper,GLO,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Polypropylene, PP, virgin resin, at plant",2e8facf6-46aa-4ddb-95de-a4e2a00eb2bb,"Polypropylene, PP, virgin resin, at plant",2e8facf6-46aa-4ddb-95de-a4e2a00eb2bb,45.0,kilogram,TECHNOSPHERE,,,True,technosphere,2e8facf6-46aa-4ddb-95de-a4e2a00eb2bb,"Polypropylene, PP, virgin resin, at plant",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Polyethylene, high density, HDPE, virgin resin, at plant",2712f03a-80fe-4a2b-9005-ca9ba99f7eb3,"Polyethylene, high density, HDPE, virgin resin, at plant",2712f03a-80fe-4a2b-9005-ca9ba99f7eb3,9.9,kilogram,TECHNOSPHERE,,,True,technosphere,2712f03a-80fe-4a2b-9005-ca9ba99f7eb3,"Polyethylene, high density, HDPE, virgin resin, at plant",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,11.4,kilogram,TECHNOSPHERE,,,True,technosphere,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",7b7babef-a97a-3510-88f2-ee70aa1fa03b,"Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",7b7babef-a97a-3510-88f2-ee70aa1fa03b,3633.0,cubic meter,TECHNOSPHERE,,,True,technosphere,7b7babef-a97a-3510-88f2-ee70aa1fa03b,"Natural gas, combusted in industrial equipment",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Disposal, hazardous waste",1b8709a5-5df4-4c52-85e4-dd6e7ed8deba.873a365d-3bcd-41bc-85ac-d86185aea6bc,"Disposal, hazardous waste",1b8709a5-5df4-4c52-85e4-dd6e7ed8deba.873a365d-3bcd-41bc-85ac-d86185aea6bc,382.0,kilogram,TECHNOSPHERE,,,True,technosphere,1b8709a5-5df4-4c52-85e4-dd6e7ed8deba.873a365d-3bcd-41bc-85ac-d86185aea6bc,"Steel; sections, at plant",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Iron, sand casted",076898a5-e1ce-3c50-9df4-6445fc0bb6aa,"Iron, sand casted",076898a5-e1ce-3c50-9df4-6445fc0bb6aa,685.0,kilogram,TECHNOSPHERE,,,True,technosphere,076898a5-e1ce-3c50-9df4-6445fc0bb6aa,"Iron, sand casted",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Aluminum, primary, ingot, at plant",99963138-ddf9-3b32-9e93-69593d76cb08.a0fb699f-0085-3ad2-99bf-e4ea891e61ba,"Aluminum, primary, ingot, at plant",99963138-ddf9-3b32-9e93-69593d76cb08.a0fb699f-0085-3ad2-99bf-e4ea891e61ba,251.0,kilogram,TECHNOSPHERE,,,True,technosphere,99963138-ddf9-3b32-9e93-69593d76cb08.a0fb699f-0085-3ad2-99bf-e4ea891e61ba,"Aluminum, primary ingot, at plant",Northern America,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,Ferric phosphate,c3630d3350854ca29aebddf37e91f1da,Ferric phosphate,c3630d3350854ca29aebddf37e91f1da,380.0,kg,TECHNOSPHERE,,,True,technosphere,c3630d3350854ca29aebddf37e91f1da,Ferric phosphate,GLO,TECHNOSPHERE
LFP battery,2a0d5a60272b4371a22bb858c8d24e1b,GLO,,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,29923.0,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames","Aluminum, primary, ingot, at plant",99963138-ddf9-3b32-9e93-69593d76cb08.a0fb699f-0085-3ad2-99bf-e4ea891e61ba,"Aluminum, primary, ingot, at plant",99963138-ddf9-3b32-9e93-69593d76cb08.a0fb699f-0085-3ad2-99bf-e4ea891e61ba,0.977,kilogram,TECHNOSPHERE,,,True,technosphere,99963138-ddf9-3b32-9e93-69593d76cb08.a0fb699f-0085-3ad2-99bf-e4ea891e61ba,"Aluminum, primary ingot, at plant",Northern America,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames","Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,9.2,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames",Copper,c3b2244dbba5469d839dca55eb479986,Copper,c3b2244dbba5469d839dca55eb479986,0.001,kg,TECHNOSPHERE,,,True,technosphere,c3b2244dbba5469d839dca55eb479986,Copper,GLO,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames","Zinc, sheet",7a0942f9-5fe3-3a78-aff1-9399fea7c14b.808f834e-a34b-37a0-952c-57d6d404de92,"Zinc, sheet",7a0942f9-5fe3-3a78-aff1-9399fea7c14b.808f834e-a34b-37a0-952c-57d6d404de92,0.001,kilogram,TECHNOSPHERE,,,True,technosphere,7a0942f9-5fe3-3a78-aff1-9399fea7c14b.808f834e-a34b-37a0-952c-57d6d404de92,"Zinc, sheet",Global,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames","silicon, metallurgical grade",811e9dc84b9c4a0db7d0ae790fc19de9,"silicon, metallurgical grade",811e9dc84b9c4a0db7d0ae790fc19de9,0.006,kg,TECHNOSPHERE,,,True,technosphere,811e9dc84b9c4a0db7d0ae790fc19de9,"silicon, metallurgical grade",GLO,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames","Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,26.0,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames",Manganese ,a7855d4c3576430ead06c5ff802533e2,Manganese ,a7855d4c3576430ead06c5ff802533e2,0.001,kg,TECHNOSPHERE,,,True,technosphere,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,TECHNOSPHERE
aluminum alloy,7ecd4d003842417ca1cdd976c4bd554c,GLO,"LCI for aluminum alloy 6063, 
Based on data from: 
https://ars.els-cdn.com/content/image/1-s2.0-S2542435122002537-mmc1.pdf

-recommended by Heather Merletz for solar aluminum frames","Iron, sand casted",076898a5-e1ce-3c50-9df4-6445fc0bb6aa,"Iron, sand casted",076898a5-e1ce-3c50-9df4-6445fc0bb6aa,0.0035,kilogram,TECHNOSPHERE,,,True,technosphere,076898a5-e1ce-3c50-9df4-6445fc0bb6aa,"Iron, sand casted",Northern America,TECHNOSPHERE
landfilling EOL PV module,6432507b674148ed87e144558d34d260,GLO,"Inventory from NREL report ""An Updated Life Cycle Assessment of Utility-Scale Solar Photovoltaic Systems Installed in the United States""","Transport, combination truck, average fuel mix",dce702f1-03a1-3fe9-bb48-94a5217fd8cb,"Transport, combination truck, average fuel mix",dce702f1-03a1-3fe9-bb48-94a5217fd8cb,9321.0,ton kilometer,TECHNOSPHERE,,,True,technosphere,dce702f1-03a1-3fe9-bb48-94a5217fd8cb,"Transport, combination truck, average fuel mix",Northern America,TECHNOSPHERE
landfilling EOL PV module,6432507b674148ed87e144558d34d260,GLO,"Inventory from NREL report ""An Updated Life Cycle Assessment of Utility-Scale Solar Photovoltaic Systems Installed in the United States""","Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,18662.0,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
"Aluminum, primary",73bf2ac6df4145c9bde4db61796c8bab,GLO,"LCI for mining 1 kg of primary aluminum (global average) from Lian et al 2025 (https://doi.org/10.3390/pr13020419)

and some biosphere flows from https://www.sciencedirect.com/science/article/pii/S0048969719304474#t0015","Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,51.48,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
"Aluminum, primary",73bf2ac6df4145c9bde4db61796c8bab,GLO,"LCI for mining 1 kg of primary aluminum (global average) from Lian et al 2025 (https://doi.org/10.3390/pr13020419)

and some biosphere flows from https://www.sciencedirect.com/science/article/pii/S0048969719304474#t0015",treatment of waste via landfill,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,3b36ca69f6104ef3b17b15f224634ef3,0.04428,kg,TECHNOSPHERE,,,True,technosphere,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,TECHNOSPHERE
"Aluminum, primary",73bf2ac6df4145c9bde4db61796c8bab,GLO,"LCI for mining 1 kg of primary aluminum (global average) from Lian et al 2025 (https://doi.org/10.3390/pr13020419)

and some biosphere flows from https://www.sciencedirect.com/science/article/pii/S0048969719304474#t0015","Alumina, at plant",91beb684-4d04-38b9-8800-a274762a9d44,"Alumina, at plant",91beb684-4d04-38b9-8800-a274762a9d44,1.91,kilogram,TECHNOSPHERE,,,True,technosphere,91beb684-4d04-38b9-8800-a274762a9d44,"Alumina, at plant",Northern America,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Transport, train, diesel powered",7de9c230-fd0f-3478-be87-f80181132faa,"Transport, train, diesel powered",7de9c230-fd0f-3478-be87-f80181132faa,1.53,ton kilometer,TECHNOSPHERE,,,True,technosphere,7de9c230-fd0f-3478-be87-f80181132faa,"Transport, train, diesel powered",Northern America,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Sulfuric acid, at plant",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,0.38,kilogram,TECHNOSPHERE,,,True,technosphere,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Quicklime, at plant",9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",9c0c2415-126f-3162-8479-f002f315a8c7,0.86,kilogram,TECHNOSPHERE,,,True,technosphere,9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",Northern America,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Limestone, at mine",49e563d8-0cea-3f97-96b8-15787be48b91,"Limestone, at mine",49e563d8-0cea-3f97-96b8-15787be48b91,0.05,kilogram,TECHNOSPHERE,,,True,technosphere,49e563d8-0cea-3f97-96b8-15787be48b91,"Limestone, at mine",Northern America,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Hydrochloric acid, at plant, kg",0d4adbb3-81bb-45c5-bf26-734c76ff3108,"Hydrochloric acid, at plant, kg",0d4adbb3-81bb-45c5-bf26-734c76ff3108,1.19,kilogram,TECHNOSPHERE,,,True,technosphere,0d4adbb3-81bb-45c5-bf26-734c76ff3108,"Hydrochloric acid, HCl; MDI coproduct; at plant, 100% HCl",Northern America,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Sodium hydroxide, production mix, at plant",faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Sodium hydroxide, production mix, at plant",faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,0.4,kilogram,TECHNOSPHERE,,,True,technosphere,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Ammonia, steam reforming, liquid, at plant",33f08f48-349e-31f1-b600-aa7e9713ca50,"Ammonia, steam reforming, liquid, at plant",33f08f48-349e-31f1-b600-aa7e9713ca50,0.0076,kilogram,TECHNOSPHERE,,,True,technosphere,33f08f48-349e-31f1-b600-aa7e9713ca50,"Ammonia, steam reforming, liquid, at plant",Northern America,TECHNOSPHERE
